,date,id,content,likes,retweets,disc_cat
1,2023-02-27 13:32:45+00:00,1.6302E+18,It’s my birthday get sending piggy’s. £ellajhones20 I want to see tributes and subs in my dms. #paypig #findom #slave #humanatm #sissy https://t.co/mdbNVy7fbs,0,0,gender
0,2023-02-27 13:33:15+00:00,1.6302E+18,"3月のライブ予定です。

■3/4(土)三軒茶屋ヘブンスドア
(w/バイドク/GOLGO BUTCH/code/サンダーバード59/F:きしぱん)
ダム19:40

■3/7(火)渋谷ラママ
(w/OHIO101/スランキーサイド)
ダム20:10

■3月11日(土)新松戸FIRE BIRD
(w/SoberBrown/The Blue Bonskiii/ティートエイチ/moja/LP:bon)
ダム20:45 https://t.co/pDxNrqxwMy",0,0,gender
1,2023-02-27 13:32:58+00:00,1.6302E+18,If only there was a way to remove all the scenes with Butch’s girlfriend in Pulp Fiction and replace them with more Vincent/Mia,0,0,gender
0,2023-02-27 13:32:23+00:00,1.6302E+18,@iluvmilfsndilfs Omg I remember getting yelled at on https://t.co/17O8xFshji when I said I lowkey shipped them 😭,0,0,gender
1,2023-02-27 13:32:12+00:00,1.6302E+18,"I lost you, and you lost me... I can't shake it off...",0,0,gender
0,2023-02-27 13:32:27+00:00,1.6302E+18,@erismybeloved PTDRR,0,0,gender
1,2023-02-27 13:32:21+00:00,1.6302E+18,@creamichii piggy!!! Duck,0,0,gender
0,2023-02-27 13:32:35+00:00,1.6302E+18,"@ThisIsMarkJones On the flip side, let’s say someone doesn’t get picked because they’re gay or trans. Is that discrimination, according to you? Or is it God’s will?",0,0,gender
1,2023-02-27 13:32:33+00:00,1.6302E+18,"@PoetCheesehead @JoJoFromJerz @DronePremier Tell me you haven't been in a school without telling me. You people are horrendously out of touch. Fact of the matter is that it should be taught and it just isn't. Hell they can't even have books that mention gay people. Yall are literal nazis and brother ""praxis"" is a comin",0,0,gender
0,2023-02-27 13:31:26+00:00,1.6302E+18,shout out to rockgender lesbians,0,0,gender
1,2023-02-27 13:31:12+00:00,1.6302E+18,"Il programma settimanale di elly schlein : lunedì culattoni, martedì lesbo mercoledì bisex giovedì gnocca venerdì transmania night evolution sabato negri e drogati e domenica tutti insieme appassionatamente! MERDE",0,0,gender
0,2023-02-27 13:32:18+00:00,1.6302E+18,This black lesbian became a giant in her field no matter what her critics threw at her https://t.co/vcwNnt3TPE https://t.co/K8k17kayIS,0,0,gender
1,2023-02-27 13:32:13+00:00,1.6302E+18,i cant rly speak on the aave usage but its kinda insane to harrass a (then 14 year old) lesbian over an ew lesbians joke,0,0,gender
0,2023-02-27 13:32:14+00:00,1.6302E+18,"/ Interaction Call:

Reply if you'd like a specific relationship with Cassie (platonic, romantic, family etc.).

- Cassandra is multiship and bisexual.
- Admins must be 18 or over for ships.
- Feel free to dm instead if you like :)",0,0,gender
1,2023-02-27 13:32:01+00:00,1.6302E+18,this is how every bisexual person sits https://t.co/syf1uhdZRd,1,0,gender
0,2023-02-27 13:32:36+00:00,1.6302E+18,"Based Argentina, as always.",0,0,gender
1,2023-02-27 13:31:01+00:00,1.6302E+18,#NAME?,0,0,gender
0,2023-02-27 13:32:36+00:00,1.6302E+18,"You are aromantic and not asexual! I got it all wrong! However,you are aromantic too. Your name is bobby now with a pig called kim jong trump III",0,0,gender
1,2023-02-27 13:32:16+00:00,1.6302E+18,"@terfasaurus Whenever I’ve gone to meetings on sexuality put on by socialists it’s been revealed they’re all sexually unintelligent, misunderstand consent (like most people), are verging on the asexual, and basically very poor at dealing with the messy side of human subjectivity generally",0,0,gender
0,2023-02-27 13:32:36+00:00,1.6302E+18,"You are aromantic and not asexual! I got it all wrong! However,you are aromantic too. Your name is bobby now with a pig called kim jong trump III",0,0,gender
1,2023-02-27 13:30:35+00:00,1.6302E+18,A kickass unicorn poet waving the aromantic flag.,0,0,gender
0,2023-02-27 13:31:36+00:00,1.6302E+18,That's why I as being Non-Binary I want to design more clothing to push this revolution forward #FashionRevolution #GenderInclusivity,0,0,gender
1,2023-02-27 13:31:26+00:00,1.6302E+18,"An Indian transgender non-binary model, Nin Kala, was forced to take off their shirt and humiliated by Omani authorities before being denied entry into Muscat despite holding a valid tourist visa.

@Indemb_Muscat @DrSJaishankar @M_Lekhi - can you please look into this? https://t.co/bXjo8XSLhI",0,0,gender
0,2023-02-27 13:03:39+00:00,1.63019E+18,It's the reflexive didacticism that leaves no room for any lived human experience for me,1,0,gender
1,2023-02-27 12:52:39+00:00,1.63019E+18,I love my intersex or genderqueer friends because they're really cool.,0,0,gender
0,2023-02-27 13:31:34+00:00,1.6302E+18,@effyrexic @cyanidecals Okay yeah sounds pretty gender fluid to me,0,0,gender
1,2023-02-27 13:29:01+00:00,1.6302E+18,"@hobby_consolas El nuevo James Bond.
Políticamente más correcto y Gender Fluid para que todes nos sintamos identifiades. https://t.co/SaBisMhypI",0,0,gender
0,2023-02-27 13:32:01+00:00,1.6302E+18,"@QueenofSorrow75 È possibile , ma difficile da realizzare e che sia duratura !
Ma è un falso problema.
Vero che ci sono amiche che diventano amanti ed amanti che diventano amiche. Come diceva Freud il sesso è la ruota che muove e commuove il mondo. 
Anche oggi, con i Transgender😉",0,0,gender
1,2023-02-27 13:31:59+00:00,1.6302E+18,transgender behavior,0,0,gender
0,2023-02-27 13:30:14+00:00,1.6302E+18,"前回のお酒はイマイチだったけど、コレは当たりやった😊安くて美味しい～❤️
#transvestite #shemale #crossdresser #sake #女装 #日本酒 https://t.co/xLAK9cJrU9",2,0,gender
1,2023-02-27 13:26:50+00:00,1.6302E+18,"@ToxicMuffinMen @JohnLeguizamo https://t.co/pIvOWQZi76 

True except he was all mad when they hired a non- latino to play Castro and by that same logic  he shouldn't have played a transvestite. They should've cast a real one for the part he stole. These are Leguizamo rules not mine.",0,0,gender
0,2023-02-27 13:32:41+00:00,1.6302E+18,@w_terrence Crossdresser,0,0,gender
1,2023-02-27 13:30:14+00:00,1.6302E+18,"前回のお酒はイマイチだったけど、コレは当たりやった😊安くて美味しい～❤️
#transvestite #shemale #crossdresser #sake #女装 #日本酒 https://t.co/xLAK9cJrU9",2,0,gender
0,2023-02-27 12:31:40+00:00,1.63018E+18,@l0stanzel Thul thuo bag bokdai ma food nai delivery garne haina ni... aba ta J pani Jata pani ho...,0,0,gender
1,2023-02-27 12:30:55+00:00,1.63018E+18,@ananth2104 @Usman_Mustafa_ @imtheguy07 Ho gyi teri gaali galoch start. It shows ur upbringing. Don't want to engage with such scu*bags.,0,0,gender
0,2023-02-27 13:11:02+00:00,1.63019E+18,@milfsunion and it’s like double the price then,0,0,gender
1,2023-02-27 12:43:52+00:00,1.63019E+18,That GRV guy is too fine. I want to be his cum dumpster 🤭,0,1,gender
0,2023-02-27 11:25:33+00:00,1.63017E+18,Cock tease?,0,0,gender
1,2023-02-27 02:59:59+00:00,1.63004E+18,@Tranracialangel @VT2MI802 Bro you a giant cocktease,2,0,gender
0,2023-02-27 13:32:51+00:00,1.6302E+18,"""Who are you?"" Asked the young wolf, sniffing the stranger's scent. He was still new to his wolf senses, but something in his memory told him that he knew this person.
""This is Stiles."" Derek introduced. ""He's..."" The man paused, unsure of how to finish the sentence.",0,0,gender
1,2023-02-27 13:32:43+00:00,1.6302E+18,@RonFilipkowski You can ONLY WISH you could pull that….man I love haters.,0,0,gender
0,2023-02-27 13:23:06+00:00,1.6302E+18,@karlravechespn @JeffPassan @Mets @Cardinals @Buster_ESPN @dcone36 @PerezEd A game on Jupiter? Wow the ball is gonna absolutely fly,4,0,gender
1,2023-02-27 13:03:27+00:00,1.63019E+18,"@realchrisrufo @MattWalshBlog But if you ask most people who are just getting by and not on Twitter or into politics, that shooter was a homophobe.  The Left got their message out.  Succeeded too",0,0,gender
0,2023-02-27 13:33:00+00:00,1.6302E+18,Thistime you're sleepy and you don't feel well. Pero kapitbahay nag videoke.,0,0,gender
1,2023-02-27 13:33:00+00:00,1.6302E+18,@joiekez Hahhahahahaha alang wala ka nag uban rob hayssst,0,0,gender
0,2023-02-27 13:21:12+00:00,1.6302E+18,@sportdesang @LouisDevSport @devsahni @tommytntfury @jakepaul Disclaimer- These are the thoughts of everyone associated with the pod * 😂,1,1,gender
1,2023-02-27 13:10:14+00:00,1.63019E+18,"⋆ ˚｡⋆୨୧˚𝕋ℝ𝔸𝔻𝕀ℕ𝔾 𝕃𝕀𝕊𝕋˚୨୧⋆｡
Shrew x4 (all fr) 
Hyena x1 (r) 
Dodo x1 (nfr)
Ssbd x1 (r) 
Winged tiger x1 (fr) 
Dancing dragon x1 (r) 
Cat x4 (all neon 1 fr) 
Fly pot x1 
Skeleton dog x1 (r) 
Bee x1 (f) 
Bunny x1 (r) 
Looking for a high tier 
Rt appreciated 🫶",1,0,gender
0,2023-02-27 13:33:01+00:00,1.6302E+18,@grandpazhong I still want to see him in virgin killer sweater...,0,0,gender
1,2023-02-27 13:32:59+00:00,1.6302E+18,"@laragis Hi Lara, I'm very sorry to hear that. Is that on a Wired or Wireless connection? MH",0,0,gender
0,2023-02-27 13:19:29+00:00,1.6302E+18,"Don't miss the opportunity to be involved in this panel discussion at NBCC Saint John with speakers from the business community. Join us tomorrow, Tuesday, Feb. 28 ! #blackleaders  #BHM2023@Rothesay_NB  @towngbw @cityofsaintjohn @Quispamsis @CdnHeritage @myNBCC https://t.co/MTxtxfayH2",0,0,gender
1,2023-02-27 13:18:33+00:00,1.6302E+18,@zachsilberberg I really feel like the Babadook would be too prude and think they’re good for the Skinamarink.,0,0,gender
0,2023-02-27 13:29:56+00:00,1.6302E+18,https://t.co/mhKGqjHuVV,5,0,gender
1,2023-02-27 13:29:48+00:00,1.6302E+18,@DestinyTheGame let me lick the Witness' forehead or I'm no longer a fan,0,0,gender
0,2023-02-27 13:29:58+00:00,1.6302E+18,@MamasatHome_ The crowd was dead she looks like she's auditioning for director's who maybe watching I know she emasculated the shit out of d.wade smh,0,0,gender
1,2023-02-27 13:05:42+00:00,1.63019E+18,"@coachyawe @BarakaWanyanga @aomenya @HabBradley The Man has lacked ""Mentors"" &amp; become severely emasculated by the elevation of the girl child at the expense of the Boy child.
Many have been brought up by mothers having absentee Mentors (Read Fathers)
Society has crumbled
It's no excuse though. 
A man needs to seek out",1,0,gender
0,2023-02-27 11:58:09+00:00,1.63018E+18,"@Johan7Carter @SaycheeseDGTL facts man, they try to emasculate us so bad",0,0,gender
1,2023-02-27 11:36:56+00:00,1.63017E+18,So tired of the gay agenda being forced on the Black community. Being African American is NOT synonymous with being queer. IT IS NOT!!!! Honest truth? It's another piece of the genocide/ assimilation: Encouraging Blacks to reproduce less and/ or unnaturally AND emasculate our men,0,0,gender
0,2023-02-27 13:32:57+00:00,1.6302E+18,"baru aja bahagia, dah badmood lagi ajaa:(",0,0,gender
1,2023-02-27 13:32:45+00:00,1.6302E+18,It’s my birthday get sending piggy’s. £ellajhones20 I want to see tributes and subs in my dms. #paypig #findom #slave #humanatm #sissy https://t.co/mdbNVy7fbs,0,0,gender
0,2023-02-27 13:32:55+00:00,1.6302E+18,"@HanoverHussy @cache_pas @eternalmoonshne Sorry - posted without context. Wasn’t in disagreement, just that yes gay men are marginalised for being gay/effeminate but that also they are hugely problematic and dangerous too",0,0,gender
1,2023-02-27 13:25:56+00:00,1.6302E+18,"Instead we r back to the 50's (an era of strict gender norms), except now effeminate/gentle boys and tomboyish/masculine girls are transed so they can be slotted in the 'correct' gender.  Masculinity becomes MORE toxic 'cos for the untransed gender norms are now absolute. 2",0,0,gender
0,2023-02-27 13:08:40+00:00,1.63019E+18,"@qaiseraraja @aaizafar (ii)Those who were not created that way; rather they choose to imitate women in their movements and speech. This is the type which is cursed in the saheeh hadeeths.
 The mukhannath or effeminate man is one who is obviously male, unlike the khuntha (intersex). 
4/",0,0,gender
1,2023-02-27 13:06:55+00:00,1.63019E+18,@dontrece_hd Modern day man is so effeminate that he fears being called a creep and put on a tik tok. Who cares.,0,0,gender
0,2023-02-27 13:23:38+00:00,1.6302E+18,"Men being less masculine &amp; woman being less feminine is a sign of human civilization getting stronger and more sophisticated so it could use something more advanced than our own bodies, not a sign of ""degradation"" no matter what some hacks with no biology education will tell you.",2,0,gender
1,2023-02-27 13:20:12+00:00,1.6302E+18,"@Findthemoney_ @vonIajuan @ReddIsAri Scientific articles about something I am not arguing against. I am not talking about gender roles. I am talking about someone who is male asking us to believe they are female.
Be a feminine man, be a masculine woman. NO ONE CARES. Don's ask us to believe you're female.",0,0,gender
0,2023-02-27 13:13:26+00:00,1.63019E+18,@LeoGoneSavage @NTC21HD @FGC_Daily Manly is when woman wears pants,0,0,gender
1,2023-02-27 12:13:28+00:00,1.63018E+18,"if a cis woman character wearing a sports bra during a fight is manly, i'd like to see the men complaining put one on just to get them to stick by their words",7,0,gender
0,2023-02-27 13:31:28+00:00,1.6302E+18,"🌈【YouTube】🌈

Tell Me Whyをスタジオよりお届け〜！
MVバージョンとはアレンジがちょっと違う！わかるかな〜！

▼Click!▼
https://t.co/89J8TWQvCu https://t.co/MSxDumxqW2",0,0,gender
1,2023-02-27 13:31:13+00:00,1.6302E+18,@bbzeskil gmd tomboy. dette e essa rett itte han har spist sine 8 bestillinger av nr17 på china grill. han måtte ha seg någe dessert🥰(se så glad han e)☺️ https://t.co/JDy6skMhRf,0,0,gender
0,2023-02-27 13:32:35+00:00,1.6302E+18,@bootheelposting i love bradley whitford so much honestly lmao. i remember really enjoying that one in high school. i should give it a rewatch.,0,0,gender
1,2023-02-27 13:32:15+00:00,1.6302E+18,@Girly_Yuichan いろいろ速度がアレとかありますが、基本的には距離としては近いんですよ。宇和島とか中村の方が奥深いです。,1,0,gender
0,2023-02-27 12:14:55+00:00,1.63018E+18,"Well i like someone ( who i really don’t want to mention) i liked him but the thought of us being too manly or the concept of manly hood has changed out the difference in the term called love , why can’t a man love a man , why can’t a girl love a girl why can’t we ,is it too hard",0,0,gender
1,2023-02-27 11:35:49+00:00,1.63017E+18,"@Red_SupaBad That’s my least favorite of the Versace too but it’s cool my fav is Versace Eros but my everyday perfume is Tommy girl, Oscar de la renta or dolce light blue I like them fresh/manly scents lol",0,0,gender
0,2023-02-27 13:32:12+00:00,1.6302E+18,@QualityTweets78 That crud got rocked..he's lucky he stayed up..girly punch a grown man? Welcome to the jungle punk.. you're male..all you gonna get is your ass thumped or worse..get up ..wipe your face.. you've been initiated into the world...,0,0,gender
1,2023-02-27 13:18:52+00:00,1.6302E+18,@men_odins “Pretty and girly” are not the first adjectives that come to mind when describing this person. I think that there’s more that gives them away as a man than having a “roll of quarters” hanging down.,0,0,gender
0,2023-02-27 13:32:08+00:00,1.6302E+18,So we jus gonna ignore white boi calling Asian guy the N-word 🤔🤦🏽‍♂️,0,0,race
1,2023-02-27 13:29:05+00:00,1.6302E+18,@Ra3byou I'll say it once and I'll say it again. They really really want their own N-word.,0,0,race
0,2023-02-27 13:30:57+00:00,1.6302E+18,"現在進行形
GAME
　スプラ3
　プリコネ Re：
　マギレコ
　スターオーシャン6
Anime
　ぼっち・ざ・ろっく！
　ヤマノススメ
22時30分57秒",0,0,race
1,2023-02-27 13:05:53+00:00,1.63019E+18,@WienkeNl Ziet er niet zwak uit zo te zien,0,0,race
0,2023-02-27 13:33:11+00:00,1.6302E+18,今ここで目撃者出てくるの怪しいかよ怖いかよ,0,0,race
1,2023-02-27 13:32:46+00:00,1.6302E+18,🤣💙,0,0,race
0,2023-02-27 12:35:48+00:00,1.63018E+18,@NickyZins @BrittanyLynne You need to grow up!,0,0,race
1,2023-02-27 12:35:15+00:00,1.63018E+18,@BrittanyLynne Can’t even begin to describe how bad it is!,0,0,race
0,2023-02-27 13:33:11+00:00,1.6302E+18,手取り30万ってしんどいよな,0,0,race
1,2023-02-27 13:33:03+00:00,1.6302E+18,Hackey Jap IS BORING!!!!,0,0,race
0,2023-02-27 13:33:20+00:00,1.6302E+18,"@Frosmi95 Lo es, acéptalo. https://t.co/Y8cbSxHQvo",0,0,race
1,2023-02-27 13:33:13+00:00,1.6302E+18,@Faulty_Baka W,0,0,race
0,2023-02-27 11:29:45+00:00,1.63017E+18,@DrunkAustrian This has a pleasant verticality to it that a lot of modernist buildings lack.,2,0,race
1,2023-02-27 08:02:49+00:00,1.63012E+18,Spending money on a hobby could be hard to resist at present. ... More for Aquarius https://t.co/X2bPrBi9CG,0,0,race
0,2023-02-27 13:10:30+00:00,1.63019E+18,@paimonfess Kamu ngasih sarannya pake bahasa inggris atau bahasa indonesia?,0,0,race
1,2023-02-27 13:09:50+00:00,1.63019E+18,@Jeprijuragan namanya jugaa plt yaa begitulahh minimaliss.....ilmunya wkwkwk,0,0,race
0,2023-02-27 13:33:23+00:00,1.6302E+18,@Hahaha600T @Wh0sCakey crackers,0,0,race
1,2023-02-27 13:33:23+00:00,1.6302E+18,Belom ngeklik sama album cracker island,0,0,race
0,2023-02-27 13:32:03+00:00,1.6302E+18,"@DanannOficial Man, que pobreza de pensamiento posees. Hasta da ganas de donarte algo de capacidad de razonamiento.",0,0,race
1,2023-02-27 13:30:15+00:00,1.6302E+18,"@frandpc @patriciagamarra Que poca capacidad de razonamiento para no entender que ambos pensamientos y sentimientos son perfectamente compatibles. Se resume en querer ser madre.

Danann, un taradito más de aquel circulito de ignorancia.",0,0,race
0,2023-02-27 13:33:05+00:00,1.6302E+18,"@blueadirondacks @CourtTV Im not a paid troll but I have a problem with the fact that not one other person was ever considered. Drug trafficking  cartels, angry clients that were stolen from, angry families of the boat crash, jealous rednecks who hate rich privileged. A lot to choose from but nothing",0,0,race
1,2023-02-27 13:33:03+00:00,1.6302E+18,"@Gabishop2Gb just posted the 2 spaces where John Thaler was talking, if interested.",0,0,race
0,2023-02-27 13:29:32+00:00,1.6302E+18,"@Klemmergirl @gtconway3d The politicians in DC earn a large salary, millions, they have fund raisers that brings in millions, there's no reason other than class! You can't buy it or learn it and MTG along with ""the B"" are examples of "" po white trash""! Not well read or educated, they know EVIL and HATRED",0,0,race
1,2023-02-27 13:25:18+00:00,1.6302E+18,The only White trash I know are the ones who sell out their own Folk...,0,0,race
0,2023-02-27 13:32:36+00:00,1.6302E+18,@SagED_UP Daryl Moose Johnston,0,0,race
1,2023-02-27 13:32:08+00:00,1.6302E+18,"@KurtSchlichter @townhallcom Honestly, the Trumplican brand of populism/nationalism is a complete turn off for limited government R’s. It’s just the GOPe but more hillbilly. But luckily populists eat themselves pretty quickly so….. https://t.co/TsmnyOZJYf",0,0,race
0,2023-02-27 13:32:41+00:00,1.6302E+18,"@JulienPain comme tous les FactChecker est une grosse merde.
Il fait parti d’un outil de propagande dont le but est de redonner de la légitimité à l’information mainstream. Nos médias de grande écoute à force de mensonge et trahisons ont perdu la confiance de leur audience.",0,0,race
1,2023-02-27 13:32:28+00:00,1.6302E+18,😂😂😂,0,0,race
0,2023-02-27 13:33:09+00:00,1.6302E+18,Keren,0,0,race
1,2023-02-27 13:32:59+00:00,1.6302E+18,@eastafricatv #EatvMCM Umbeya na tabia za ajabu ajabu mwanaume hapaswi kuwa nazo.,0,0,race
0,2023-02-27 13:33:33+00:00,1.6302E+18,"@kelykelly Same candidate who just took the City from your City Boy?
Dey play. Just dey play. 😊",0,0,race
1,2023-02-27 13:33:32+00:00,1.6302E+18,俺もできてる。,0,0,race
0,2023-02-27 13:33:16+00:00,1.6302E+18,@nmB4RSK 火元はなんとなく察しがついています…早く鎮火しますように…,0,0,race
1,2023-02-27 13:32:46+00:00,1.6302E+18,"@mammy_aoki ありがとうございます^ ^
🤤🤤美味しい幸せもありがとうございます❤️",0,0,race
0,2023-02-27 13:30:00+00:00,1.6302E+18,new darkie song🤭,0,0,race
1,2023-02-27 13:28:22+00:00,1.6302E+18,Wike na bastard!,0,0,race
0,2023-02-27 13:21:13+00:00,1.6302E+18,"His pops was a Cryomancer ""Edenian"" and his mom was human ""Earthrealm"" He's a half breed that fights for/comes from Earthrealm
I'm down to say you aren't technically wrong 🤙 I learned something about sub",1,0,race
1,2023-02-27 13:09:51+00:00,1.63019E+18,"@SnorreForsete @_MaryJaneGreen @AnexxionT @marcelo_src @johnhawkinsrwn @DelusionPosting Okay so go hop in a pen with a half-breed boar and a landrace and tell me which one you trust more when your backs turned. I wasn't saying domestic pigs have wild in them, just that interbreeding does happen and does change temperament.",0,0,race
0,2023-02-27 13:32:44+00:00,1.6302E+18,"bro imagine being a hotep for the TL and then someone (likely a chardonnay) defending you calls you a ""mulatto"" LMFAOOOOOOO",0,0,race
1,2023-02-27 13:31:33+00:00,1.6302E+18,"@LizardB01935413 as usual, my reply is not shown...he is still a disgusting little mulatto and a race baiter",0,0,race
0,2023-02-27 11:15:46+00:00,1.63016E+18,@meanwhileinau My octoroon son does. But we don't go for any of that BS. Race politics is mocked in our household.,0,0,race
1,2023-02-27 04:08:47+00:00,1.63006E+18,"@ScottAdamsSays 1) Racial division? 1 drop, 3/5ths (yeah I kno the history, still a thing) brain size, body part research, Octoroon, Quadroon. Who could own property, read, write, vote, marry, serve like Johnson Whittaker, stand on a corner in excess of 3, face Satchel Paige in the Bronx, buy a+",0,0,race
0,2023-02-27 09:35:17+00:00,1.63014E+18,"@alisha_rispoli I'm from Louisiana. A quadroon (3/4 European 1/4 African), my male ancestors were white and my female ancestors were mulattos, literally. I don't understand how there were communities like mine all throughout Louisiana without it being orchestrated. Jews.",0,0,race
1,2023-02-27 06:52:04+00:00,1.6301E+18,"Hope Tom Hiddleston, Zawe and their lil quadroon baby are doing well. May the ancestors push through as they did with Nico",0,0,race
0,2023-02-27 13:33:37+00:00,1.6302E+18,Yellow and black,0,0,race
1,2023-02-27 13:33:36+00:00,1.6302E+18,@coolclownn المصيبة اغلبهم طلاب مدارس,0,0,race
0,2023-02-27 12:49:22+00:00,1.63019E+18,@xfinbcool curry muncher,0,0,race
1,2023-02-27 12:08:03+00:00,1.63018E+18,@burnerrraccc @ReshadRahman_ @fansjavimiguel Why the emojis curry muncher,0,0,race
0,2023-02-27 13:33:39+00:00,1.6302E+18,@p_4all كذب صريح بلا خجل,0,0,race
1,2023-02-27 13:33:38+00:00,1.6302E+18,鬼滅 見てきた！,0,0,race
0,2023-02-27 04:08:19+00:00,1.63006E+18,@pareekhjain VERY BAD IDEA FOR A TW GM GG GC GYPPO NEANDERTHAL ORSZAGNAK,0,0,race
1,2023-02-26 20:00:10+00:00,1.62993E+18,Listening to an interview with Tyson Furys wife and she's talking about how he stole her heart and I'm thinking is there nothing a gyppo won't pinch?,0,0,race
0,2023-02-27 13:33:38+00:00,1.6302E+18,@Rental_Wog う…!理解力無い…💦でも森岡賢さん嬉しい🥰,0,0,race
1,2023-02-27 13:33:31+00:00,1.6302E+18,"#筋トレ垢さんと繋がりたい  #エニタイムフィットネス #妄想 
此処迄の「さてエニタイムフィットネスに今日はどうやって行こう?-身体の鍛え方では無くスポーツジムまで如何やって行くかを妄想してみました」tweet 纏めは此方
https://t.co/yI2bW3bZ6g",0,0,race
0,2023-02-27 13:21:29+00:00,1.6302E+18,LAGI ANJING WTF https://t.co/dlIKVC1H35,0,0,race
1,2023-02-27 13:16:58+00:00,1.6302E+18,@90JustinAnthony @dolphinsnrl And have won 300 sanfl premierships,0,0,race
0,2023-02-27 13:33:28+00:00,1.6302E+18,"essa bicha não cala a boca, incrível",0,0,race
1,2023-02-27 13:33:22+00:00,1.6302E+18,"@KavitaTwoFifty @saumyavarsha @PoetryPragyas @kavorn2 @Kanchan_101 @impradeepgautam @Gypsy_rns @sudharun49 @water_doc86 @jagdish @AbidZaidi1 बहुत धन्यवाद, आबिद सर! इस बार का शीर्षक बहुत अच्छा लगा! 🙏🏼😊

सभी लेखकों को बधाई! 💐💐",0,0,race
0,2023-02-27 13:33:02+00:00,1.6302E+18,@lindyli @jacks27_k Too bad she had to lie about it.,0,0,race
1,2023-02-27 13:33:01+00:00,1.6302E+18,@scarletredrari U tamil??????😭,0,0,race
0,2023-02-27 13:14:35+00:00,1.63019E+18,“Shakespeare was bisexual” is cute but “Shakespeare was a secret Catholic” is actually my personal fave. Of course he can be both papist and pillow-biter,0,0,race
1,2023-02-27 12:35:38+00:00,1.63018E+18,@KatB3nn3tt @Prolife_Sam That’s literally not an abortion though,0,0,race
0,2023-02-27 13:33:44+00:00,1.6302E+18,@RepMTG Speak for yourself.,0,0,race
1,2023-02-27 13:33:12+00:00,1.6302E+18,"Original bill by the Idiot of Arkansas, starting salary for teachers would be $36K to $50K. How much to pay a particular teacher would be subjective evaluation of the teacher's work by the First Idiot's staff. Incorporating facts like political beliefs &amp; Christian or a heathen!",0,0,race
0,2023-02-27 13:30:53+00:00,1.6302E+18,"How do you claim you love God whom you have never met but hate your brothers &amp; neighbours whom you meet every day?
You are a hypocrite.
You are a heathen.
You are worse than an infidel.
Your spirit will roast in the fiercest embers of hell. 
HARAM!!",0,0,race
1,2023-02-27 13:29:09+00:00,1.6302E+18,"Imagine being kicked off of @Twitter, @facebook, @YouTube, @Snapchat or whatever other social media app you prefer, for even suggesting this 2 years ago! 
The difference between ""disinformation"" &amp; truth is roughly 12 to 24 months!

https://t.co/yCiFz3rcmo",1,0,race
0,2023-02-27 13:33:23+00:00,1.6302E+18,"to be concerned about external objectification/fetishization. 

However, this never, ever just stops at THEM.  Once these moral crusaders are done turning their mortar-gun mouths on the external, out-group enemy - in this case, the white dudes marrying Asian women - they'll come.",0,0,race
1,2023-02-27 13:33:18+00:00,1.6302E+18,@SNationalist91 *going*?,0,0,race
0,2023-02-27 13:33:46+00:00,1.6302E+18,@callodehacha Cuánto ganan por defender al gobierno? Pagan por quincena o por tweet?,0,0,race
1,2023-02-27 13:33:35+00:00,1.6302E+18,@ambienterd ¿en qué están con Valle Nuevo? ¿Por qué no informan sobre esa situación tan grave? ¿Han podido controlar el incendio? ¿Qué se hará para contrarrestar los daños e intentar equilibrar?,0,0,race
0,2023-02-27 13:34:22+00:00,1.6302E+18,малыш пойдем ко мне я покажу тебе свои находки из археологических раскопок https://t.co/7f9a56nqEB,0,0,mental_health
1,2023-02-27 13:34:22+00:00,1.6302E+18,3 ingredients wildberries is one🤪 https://t.co/Lg8ShA1MJn,0,0,mental_health
0,2023-02-27 13:34:17+00:00,1.6302E+18,@lunatic_baramu とっととゾンビ化出来たほうがHAPPY！(すくい)なのがゾンビものだと思ってた……,0,0,mental_health
1,2023-02-27 13:34:16+00:00,1.6302E+18,Yeah that seems about right https://t.co/RiTSQyYkbi,0,0,mental_health
0,2023-02-27 13:34:25+00:00,1.6302E+18,#michigan psycho,0,0,mental_health
1,2023-02-27 13:34:21+00:00,1.6302E+18,بكرا عندي اختبار وجالس احجز تذاكر الاتحاد على العموم ترقبوا إني اجلب الفوز الجمعه,0,0,mental_health
0,2023-02-27 13:05:42+00:00,1.63019E+18,@jeremy_herrell @isabellarileyus @JoeBiden @KamalaHarris @MikeCrispiNJ @TalkMullins @AnnaPerezDC @Shawn_Farash @kevin_smith45 @UNITEAMERICAFI1 Nutjob,0,0,mental_health
1,2023-02-27 13:01:33+00:00,1.63019E+18,@isabellarileyus Nutjob,0,0,mental_health
0,2023-02-27 13:34:26+00:00,1.6302E+18,@knightsonichan you schizo dawg,0,0,mental_health
1,2023-02-27 13:33:59+00:00,1.6302E+18,@KnowUDidnt1 @DarnelSugarfoo Anecdata really gets you guys huh?,0,0,mental_health
0,2023-02-27 13:33:45+00:00,1.6302E+18,"@julius_m6nn @LoveU_b4thyUseU @AlexTTV_ @raphousetv2 No I blame the generation as a totality for this retarded mindset everyone can’t be famous rappers,athletes,actors, and successful drug dealers we need honest workers too like doctors, lawyers, surgeons, and even teachers and these occupation get laughed at🤦🏾‍♂️",1,0,mental_health
1,2023-02-27 13:33:19+00:00,1.6302E+18,"You literally have to be retarded to look at ANY liberal run shithole American city and think to yourself ""wow this is great!""",0,0,mental_health
